"","Acanthastrea","Acanthastrea_echinata","Acropora","Acropora_abrotanoides","Acropora_branching","Acropora_digitifera","Acropora_Robusta","Astrea","Astreopora","Astreopora_myriophthalma","Astreopora_ocellata","Coscinaraea","Cyphastrea","Dipsastraea","Dipsastraea_matthai","Echinopora","Favites","Favites_pentagona","Galaxea","Goniastrea","Goniastrea_stelligera","Gonistrea_pectinata","Hard_coral","Hydnophora","Leptastrea","Leptastrea_purpurea","Montipora","Paramontastraea_peresi","Pavona_venosa","Platygyra","Platygyra_pini","Plesiastrea_versipora","Pocillopora","Pocillopora_grandis_eydouxi","Pocillopora_meandrina","Pocillopora_verrucosa","Porites_branching","Porites_massive","Porites_rus","Psammocora","Psammocora_profundacella","Stylocoeniella","Turbinaria_coral","Turbinaria_irregularis","Cladiella","Echinostrephus_molaris","Lobophytum","Millepora","Molluscs","Sarcophyton","Soft_Coral","Sand","Dead_coral","Hard_Substrate","Cyanobacteria","Foraminifera","CCA","Dictyosphaeria","Green_turfing_algae","Halimeda","Liagora","Neomeris","Padina","Turbinaria_algae","Turf_algae","Turf_and_sand","Ulva"
"4C_08",0,0,0,0,0,0,0,0,0,17.1432391845467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85737795972105,0,0,0,8.57110530538355,0,0,0,0,0,0,0,0,0,22.8569665302092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.5713110201395,0
"4C_09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88278892477103,0,0,0,0,2.94139446238552,0,0,0,0,0,0,0,11.764519032241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88278892477103,0,0,73.5285086558314,0
"4C_10",0,0,0,0,0,0,0,0,0,0,0,0,0,3.03050137452546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03050137452546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03050137452546,0,18.1819173539294,0,6.06100274905092,66.6655757734433,0
"4C_11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1289947974731,0,0,0,0,0,0,0,0,0,3.22603121516165,0,0,0,0,0,0,0,0,0,0,9.67693236714976,0,0,0,3.22603121516165,0,0,0,3.22603121516165,64.5159791898922,0
"4C_12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3746132817334,0,0,0,0,0,6.25049218688477,0,0,0,0,0,3.12524609344238,0,0,0,0,0,0,3.12524609344238,0,0,0,9.3746132817334,0,0,0,0,0,9.3746132817334,0,3.12524609344238,56.2499296875879,0
"4C_13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1515812669772,0,0,0,0,0,0,0,0,0,6.06106886884048,0,0,0,0,0,0,0,0,0,0,6.06106886884048,0,0,0,0,0,9.09051239813673,0,0,63.6357685972051,0
"4C_14",0,0,0,0,0,0,0,0,0,0,0,2.77794444111118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55588888222236,0,0,2.77794444111118,0,0,0,0,0,0,0,0,0,2.77794444111118,0,0,0,0,0,0,0,0,0,0,2.77794444111118,0,0,0,0,0,2.77794444111118,0,2.77794444111118,77.7764444711106,0
"4C_15",0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,5.55594444055559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55594444055559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,8.33291667083329,74.9992500074999,0
"4C_16",2.85734856978287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4283657159314,0,0,0,0,0,0,0,0,2.85734856978287,0,5.71469713956574,0,0,71.4275428653714,0
"4C_17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09051239813673,0,0,0,0,0,0,0,0,0,3.03053443442024,0,0,0,0,0,3.03053443442024,0,0,0,0,0,0,0,0,0,0,12.121046832557,0,3.03053443442024,69.6968374660456,0
"4C_18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,11.111,0,0,0,0,0,0,0,0,0,0,8.333,0,2.778,75,0
"4C_19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,88.889,0
"4C_20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,94.444,0
"5A_01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,8.333,0,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,52.778,0
"5A_02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55594444055559,0,30.5556944430556,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,11.1108888911111,0,27.7777222227778,22.2217777822222,0
"5A_03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,2.7779722202778,0,0,0,2.7779722202778,0,11.1108888911111,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,2.7779722202778,74.9992500074999,0
"5A_04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71469713956574,0,0,0,0,0,2.85734856978287,2.85734856978287,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,85.7132571510856,0
"5A_05",0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55594444055559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,2.7779722202778,86.110138898611,0
"5A_06",0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71469713956574,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.5706057208685,0
"5A_07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,8.333,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.333,0
"5A_08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.111,0
"5A_09",0,0,0,3.03053443442024,0,0,0,0,0,9.09051239813673,0,0,0,0,0,3.03053443442024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03053443442024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03053443442024,0,0,0,0,0,0,0,9.09051239813673,0,0,0,3.03053443442024,0,0,0,36.3631404976709,30.3031625339544,0
"5A_10",0,0,0,6.06100274905092,0,0,0,9.09041323035301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03050137452546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06100274905092,0,0,0,0,0,0,0,18.1819173539294,57.5751625430903,0
"5A_11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1108888911111,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55594444055559,0,0,0,0,0,11.1108888911111,0,2.7779722202778,66.6663333366666,0
"5A_12",0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,83.333,0
"5A_13",0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55594444055559,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8888611113889,0,2.7779722202778,72.2212777872221,0
"5A_14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55594444055559,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,91.6660833391666,0
"5A_15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7059134946265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94139446238552,0,0,0,0,8.82312456985547,0,0,0,0,0,5.88278892477103,0,14.7059134946265,52.940865053735,0
"5A_16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99952000383997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3330933352533,0,0,0,0,0,6.6671466628267,0,63.3330933352533,6.6671466628267,0
"5A_17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12521093486331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.2498593767578,0,0,0,0,0,3.12521093486331,0,62.4997187535156,0,0
"5A_18",0,0,0,0,0,0,0,0,0,11.4283657159314,0,0,5.71469713956574,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,8.57101714614855,0,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,62.8565257192228,0
"5A_19",0,0,0,2.94136331872181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88272663744362,0,0,0,0,0,0,0,0,0,0,0,0,5.88272663744362,11.764394468797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94136331872181,0,2.94136331872181,67.6460623001504,0
"5A_20",0,0,0,0,0,0,0,2.7779722202778,0,11.1108888911111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55594444055559,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,11.1108888911111,0,0,0,5.55594444055559,0,11.1108888911111,0,16.6668333316667,33.3326666733333,0
"5B_01",0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8888611113889,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55594444055559,0,0,74.9992500074999,0
"5B_02",0,0,0,0,0,0,0,0,0,0,8.57101714614855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2850971477942,0,0,0,0,0,0,0,2.85734856978287,0,0,0,2.85734856978287,0,2.85734856978287,0,0,0,0,0,0,0,0,0,0,5.71469713956574,0,2.85734856978287,39.99979428736,0
"5B_03",0,0,0,0,0,0,0,0,0,2.85731918044927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71463836089854,0,0,0,0,5.71463836089854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57092898872706,2.85731918044927,0,0,0,0,0,0,17.1428865300749,57.1422693985024,0
"5B_04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,5.55594444055559,8.33291667083329,0,0,0,27.7777222227778,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8888611113889,0,0,0,0,0,0,0,38.8886111138889,0,0
"5B_05",0,0,0,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.444,0,0,0,0,0,0,0,52.778,5.556,0
"5B_06",0,0,0,0,0,0,0,0,0,3.33361333445334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3328933315733,0,0,0,0,0,0,0,53.3330133320533,20.00048000192,0
"5B_07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88272663744362,0,0,0,0,2.94136331872181,0,0,2.94136331872181,0,0,0,0,0,0,0,0,0,0,2.94136331872181,0,0,0,0,0,0,0,0,0,0,0,0,0,85.293183406391,0
"5B_08",0,0,0,2.7779722202778,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,88.8881111188888,0
"5B_09",0,0,0,5.55594444055559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55594444055559,0,0,0,0,0,0,0,0,86.110138898611,0
"5B_10",0,0,0,0,0,0,0,0,0,0,0,0,0,5.71469713956574,0,0,2.85734856978287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.7132571510856,0
"5B_11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71463836089854,0,0,2.85731918044927,0,0,0,0,0,0,0,0,5.71463836089854,0,0,0,0,5.71463836089854,0,0,0,0,0,0,0,0,0,0,0,0,0,79.9987657368551,0
"5B_12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55594444055559,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,2.7779722202778,0,66.6663333366666,19.4438055619444,0
"5B_13",0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2217777822222,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,2.7779722202778,0,5.55594444055559,61.110388896111,0
"5B_14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,69.444,0
"5B_15",0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.222,0
"5B_16",0,0,0,0,0,0,0,0,0,6.25035155415059,0,0,0,0,0,0,0,0,6.25035155415059,0,0,6.25035155415059,0,0,0,0,0,0,0,0,0,0,3.12517577707529,0,0,0,0,3.12517577707529,0,0,0,0,0,0,24.9991562700386,0,0,0,0,0,0,0,0,0,0,0,6.25035155415059,0,0,0,0,0,0,0,9.374402357944,34.3746836012645,0
"5B_17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.7139330604184,0,0,0,0,0,0,0,2.85737795972105,0,0,0,8.57110530538355,0,0,0,0,0,0,0,0,42.857583674477,0
"5B_18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94136331872181,0,0,0,0,0,0,11.764394468797,0,0,0,0,0,0,0,0,0,0,0,17.6471211062406,0,0,0,2.94136331872181,0,0,0,32.3528788937594,32.3528788937594,0
"5B_19",0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6668333316667,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,5.55594444055559,0,0,0,0,8.33291667083329,0,0,0,0,0,0,0,0,63.8883611163888,0
"5B_20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77794444111118,0,0,0,0,0,0,0,0,0,0,0,0,5.55588888222236,0,0,0,0,0,0,0,5.55588888222236,0,0,0,0,0,5.55588888222236,0,0,0,0,0,0,0,0,0,0,0,0,0,80.5543889122218,0
"5C_01",0,0,0,0,0,0,0,0,22.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,8.333,63.889,0
"5C_02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,13.8888611113889,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,77.7772222277777,0
"5C_03",0,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,77.778,0
"5C_04",0,0,0,0,0,0,0,0,5.55588888222236,0,0,0,0,5.55588888222236,0,0,0,0,5.55588888222236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55588888222236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33283334333313,0,0,0,0,0,2.77794444111118,0,5.55588888222236,58.3318333633327,2.77794444111118
"5C_05",0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,8.57101714614855,0,0,0,0,0,0,0,0,0,0,17.1430628554972,0,0,0,0,0,0,0,2.85734856978287,65.7138742890057,0
"5C_06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.667,0,8.333,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.222,0
"5C_07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,2.7779722202778,0,0,0,38.8886111138889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5554444455555,0
"5C_08",0,0,0,0,0,0,0,0,3.12517577707529,12.4995781350193,0,0,0,0,0,0,0,0,0,0,0,0,3.12517577707529,0,0,0,0,0,0,0,0,0,6.25035155415059,0,0,6.25035155415059,0,0,0,0,0,0,0,3.12517577707529,0,3.12517577707529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12517577707529,0,0,0,28.1243320471139,31.2495078241892,0
"5C_09",0,0,0,3.12517577707529,0,0,0,0,0,15.6247539120946,0,0,0,0,0,0,0,0,0,3.12517577707529,0,0,3.12517577707529,0,0,0,0,0,0,0,0,0,3.12517577707529,0,0,3.12517577707529,0,3.12517577707529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25035155415059,0,3.12517577707529,0,9.374402357944,46.8742617362838,0
"5C_10",0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,5.55594444055559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6668333316667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33291667083329,0,0,0,2.7779722202778,0,0,0,2.7779722202778,0,0,0,2.7779722202778,58.3324166758332,0
"5C_11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33308333083331,0,0,2.7780277802778,2.7780277802778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7780277802778,0,8.33308333083331,0,0,0,0,0,0,0,0,8.33308333083331,0,0,0,0,0,0,0,8.33308333083331,58.3335833358334,0
"5C_12",0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55594444055559,0,0,0,2.7779722202778,0,0,0,0,83.3321666783332,0
"5C_13",0,0,0,0,0,0,0,0,8.57101714614854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85734856978287,0,0,0,0,2.85734856978287,0,0,0,0,0,2.85734856978287,0,0,79.99958857472,0
"5C_14",0,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,11.111,0,0,72.222,0
"5C_15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85731918044927,0,2.85731918044927,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71463836089854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85731918044927,0,2.85731918044927,82.8560849173044,0
"5C_16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85731918044927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85731918044927,0,0,0,0,0,0,0,0,0,0,14.2855673496256,0,0,0,0,0,5.71463836089854,0,5.71463836089854,68.5705175676788,0
"5C_17",0,0,0,0,0,0,0,0,8.57101714614855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71469713956574,0,0,0,0,2.85734856978287,0,0,0,0,0,0,0,14.2857142857143,54.2855085730743,0
"5C_18",0,0,0,0,0,0,0,0,44.4435555644444,0,0,0,0,2.7779722202778,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55594444055559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55594444055559,38.8886111138889,0
"5C_19",0,0,0,0,0,0,0,0,24.9997500025,0,0,0,0,0,2.7779722202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33291667083329,0,0,0,0,0,0,0,0,0,0,0,2.7779722202778,0,2.7779722202778,0,0,0,0,0,0,0,2.7779722202778,2.7779722202778,0,2.7779722202778,0,0,49.9995000049999,0
"5C_20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71469713956574,0,0,0,0,0,0,0,2.85734856978287,2.85734856978287,0,0,0,0,2.85734856978287,0,0,0,0,8.57101714614855,0,0,0,0,0,2.85734856978287,0,8.57101714614855,65.7138742890057,0
"6A_01",0,0,0,0,0,0,0,0,13.8887222255555,0,0,0,0,0,0,0,0,2.77794444111118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77794444111118,0,0,8.33283334333313,0,5.55588888222236,0,0,0,0,0,0,0,0,5.55588888222236,0,0,0,0,2.77794444111118,0,0,0,0,0,0,0,0,0,0,0,0,2.77794444111118,55.554888902222,0
"6A_02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7646435983228,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7646435983228,0,0,0,0,0,0,0,0,2.94142560670874,0,0,0,0,73.5292871966456,0
"6A_03",0,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111,0,0,0,0,2.778,0,0,0,2.778,0,0,0,11.111,58.333,0
"6A_04",0,0,0,0,0,0,0,0,11.4284832651046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85737795972105,0,0,0,0,8.57110530538356,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7147559194421,0,0,0,0,0,0,0,2.85737795972105,0,0,0,0,8.57110530538356,59.9997942852441,0
"6A_05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12524609344238,0,0,0,0,0,0,0,0,0,6.25049218688477,0,0,0,0,37.4995781255273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25049218688477,0,0,0,0,0,0,0,9.3746132817334,37.4995781255273,0
